occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,premisetype,occurenceday
0,9,24.0,272,5,13,0,3,103,2,14
0,6,9.0,236,5,11,1,10,47,1,12
0,1,7.0,32,0,19,0,9,9,2,11
0,9,4.0,295,6,5,0,3,76,3,30
0,7,20.0,266,0,7,0,9,9,1,29
0,7,20.0,266,0,13,0,11,133,0,29
0,7,20.0,266,0,1,0,10,47,0,29
0,7,20.0,266,0,13,1,2,2,1,29
0,3,11.0,337,1,0,0,5,64,2,9
0,3,11.0,337,1,18,0,2,71,4,9
0,3,12.0,104,2,16,2,5,12,3,28
0,3,12.0,104,2,7,0,5,12,1,28
0,3,20.0,105,4,8,0,11,117,3,29
0,3,21.0,338,5,13,1,1,1,4,21
0,3,21.0,338,5,23,1,12,80,4,21
0,3,30.0,304,3,19,1,4,4,4,19
0,5,19.0,146,5,13,1,0,64,0,10
0,5,21.0,351,3,3,1,1,11,4,21
0,5,22.0,163,0,18,0,14,24,1,26
0,6,2.0,352,5,17,0,1,105,4,22
0,6,5.0,342,0,1,2,2,2,3,24
0,6,10.0,149,6,11,0,0,26,1,4
0,6,10.0,149,6,1,0,15,51,1,4
0,10,2.0,358,3,17,0,4,79,3,22
0,10,2.0,358,3,13,1,16,50,4,22
1,11,25.0,88,1,10,2,5,6,3,13
1,9,2.0,323,2,8,0,16,72,0,22
1,9,10.0,156,4,8,1,13,28,0,4
1,9,24.0,272,4,0,0,0,12,0,14
1,9,24.0,272,4,2,1,7,111,1,14
1,6,17.0,244,5,14,2,0,31,0,6
1,6,27.0,116,0,8,1,11,133,4,15
1,10,10.0,245,3,10,0,0,64,1,4
1,11,8.0,283,6,3,0,12,135,2,8
1,7,9.0,273,2,20,1,11,129,2,12
1,7,16.0,40,2,4,1,15,112,0,2
1,8,11.0,306,3,2,0,12,80,1,9
1,10,17.0,256,3,7,0,2,86,1,6
1,10,17.0,256,3,18,0,0,77,0,6
1,1,27.0,262,6,19,3,14,25,3,15
1,8,4.0,299,3,21,1,0,12,1,30
1,8,9.0,124,5,23,1,9,87,1,12
1,1,27.0,262,6,18,2,6,89,3,15
0,11,3.0,288,1,17,0,13,29,1,27
1,8,20.0,319,1,21,0,8,9,0,29
1,1,28.0,300,3,6,1,6,7,0,18
1,11,18.0,332,1,19,0,12,80,1,0
1,8,17.0,74,6,1,1,16,65,4,6
1,8,29.0,301,4,13,0,8,27,1,16
1,8,26.0,278,0,2,1,1,105,0,3
1,4,3.0,279,0,17,0,12,56,4,27
1,11,3.0,288,0,17,1,16,139,4,27
1,11,3.0,288,0,10,1,11,15,0,27
1,11,3.0,288,0,14,0,15,51,1,27
1,11,5.0,240,2,22,0,5,47,2,24
1,11,5.0,240,2,4,1,2,86,4,24
1,11,28.0,123,5,6,0,10,22,1,18
1,11,28.0,123,5,14,0,11,133,4,18
1,11,28.0,123,5,4,1,16,37,1,18
1,11,29.0,270,6,16,1,1,35,0,16
1,11,29.0,270,6,16,0,10,47,1,16
1,9,3.0,217,4,3,1,1,105,4,27
1,9,3.0,217,4,22,1,11,133,1,27
1,9,3.0,217,4,18,0,13,38,4,27
1,9,4.0,295,5,8,0,5,6,3,30
1,11,5.0,240,2,16,0,5,6,0,24
1,11,5.0,240,2,13,0,12,121,3,24
1,9,5.0,89,6,8,0,11,98,2,24
1,11,17.0,110,0,1,1,13,29,1,6
1,11,17.0,110,0,12,1,9,58,4,6
1,5,8.0,199,3,14,1,13,28,0,8
0,10,5.0,336,2,19,1,15,119,4,24
0,10,20.0,223,4,16,2,6,7,0,29
0,10,20.0,223,4,5,0,2,123,0,29
0,10,20.0,223,4,8,0,16,139,3,29
0,10,20.0,223,4,16,1,10,23,1,29
0,10,21.0,341,5,16,1,8,118,0,21
0,10,21.0,341,5,1,0,5,6,3,21
0,10,22.0,314,6,17,1,10,47,0,26
0,10,21.0,341,5,2,0,1,59,2,21
0,10,29.0,318,6,3,2,15,112,0,16
0,10,29.0,318,6,4,2,1,59,0,16
0,1,5.0,219,6,22,0,2,2,3,24
0,1,5.0,219,6,3,0,13,28,3,24
0,8,28.0,224,4,21,0,10,22,1,18
0,8,28.0,224,4,3,1,3,103,4,18
0,4,23.0,30,0,18,0,13,123,0,17
0,4,29.0,313,3,11,0,13,121,2,16
0,4,29.0,313,3,2,1,4,75,4,16
1,11,1.0,222,6,13,1,12,84,1,7
1,8,29.0,301,4,5,1,14,25,0,16
1,4,3.0,279,0,3,0,4,82,2,27
1,4,3.0,279,0,9,3,15,108,2,27
1,4,17.0,19,0,13,1,9,109,4,6
1,4,27.0,274,4,16,0,0,68,3,15
1,4,1.0,144,6,17,1,11,18,0,7
1,4,29.0,313,6,7,1,12,100,4,16
1,2,1.0,16,1,6,0,5,12,3,7
1,2,1.0,16,1,4,0,4,138,0,7
1,2,1.0,16,1,14,0,15,31,1,7
1,2,3.0,282,4,16,0,14,24,3,27
1,9,18.0,359,5,1,0,9,134,3,0
1,4,29.0,313,6,8,2,2,86,3,16
1,2,3.0,282,4,11,1,12,56,4,27
1,2,29.0,140,1,19,0,3,4,0,16
1,0,3.0,334,6,23,0,5,6,2,27
1,0,10.0,129,6,10,1,15,46,0,4
1,11,3.0,288,0,0,1,15,119,0,27
1,11,11.0,175,1,13,0,4,45,2,9
1,11,11.0,175,1,8,0,13,48,1,9
1,6,11.0,355,6,8,0,13,36,1,9
1,6,19.0,291,3,2,2,2,2,3,10
1,6,20.0,215,0,0,2,2,13,3,29
1,10,18.0,246,0,3,0,9,57,0,0
0,11,4.0,275,2,16,0,4,79,0,30
1,0,30.0,228,5,5,1,10,23,1,19
0,3,30.0,304,3,4,0,4,127,1,19
0,5,2.0,307,1,1,0,0,0,2,22
0,5,19.0,146,5,16,1,9,27,0,10
0,5,19.0,146,5,14,0,5,64,3,10
0,5,19.0,146,5,11,0,13,69,2,10
0,5,20.0,214,6,18,0,10,12,1,29
0,5,22.0,163,0,6,0,0,12,1,26
1,8,11.0,306,3,12,1,9,27,0,9
1,9,17.0,255,4,12,0,16,130,4,6
1,0,28.0,249,2,17,1,5,12,1,18
0,7,19.0,330,3,19,1,13,38,0,10
0,4,30.0,139,0,20,0,0,26,1,19
0,2,22.0,209,2,17,0,3,30,2,26
0,2,22.0,209,2,22,0,15,31,3,26
0,2,23.0,230,4,7,0,0,26,2,17
0,0,6.0,260,2,6,0,11,15,2,23
0,0,14.0,5,4,15,0,13,38,4,5
0,0,14.0,5,4,8,3,8,27,0,5
1,7,11.0,197,5,12,1,1,105,0,9
1,11,28.0,123,5,8,0,11,117,1,18
1,11,28.0,123,5,4,0,4,127,4,18
1,11,29.0,270,6,22,1,14,106,4,16
1,11,29.0,270,6,22,0,0,77,2,16
1,11,28.0,123,5,11,1,11,117,1,18
1,9,3.0,217,4,12,2,13,21,3,27
1,9,5.0,89,6,13,2,5,12,0,24
1,9,13.0,91,3,16,0,11,15,1,25
1,9,13.0,91,3,20,0,13,36,1,25
1,9,13.0,91,3,20,2,16,72,3,25
1,9,13.0,91,3,2,0,0,26,0,25
1,7,4.0,186,5,16,0,8,27,4,30
1,7,14.0,125,0,0,0,13,28,3,5
1,7,15.0,205,1,12,0,15,31,3,1
1,7,15.0,205,1,2,0,16,42,1,1
1,7,28.0,34,0,8,2,9,93,3,18
1,7,28.0,34,0,3,1,13,48,4,18
1,11,22.0,250,6,15,2,4,138,3,26
1,11,22.0,250,6,10,1,1,67,0,26
1,11,22.0,250,6,2,0,2,13,1,26
1,11,22.0,250,6,9,2,8,118,3,26
1,9,6.0,51,3,20,0,13,48,2,23
1,9,6.0,51,3,19,0,9,93,0,23
1,9,6.0,51,3,4,2,12,80,3,23
1,9,12.0,177,6,21,0,13,28,1,28
1,9,12.0,177,6,15,0,8,41,2,28
1,9,12.0,177,6,19,1,1,1,4,28
1,7,30.0,42,2,1,2,13,38,0,19
1,5,7.0,349,6,18,2,10,47,1,11
0,10,10.0,245,0,9,0,14,24,1,4
0,10,10.0,245,0,19,1,3,30,0,4
0,10,10.0,245,0,5,0,16,130,3,4
1,8,16.0,73,5,9,0,10,47,3,2
1,9,12.0,177,6,18,2,3,44,3,28
1,9,14.0,106,0,6,0,16,130,1,5
1,9,14.0,106,0,19,0,10,47,2,5
1,9,14.0,106,0,2,0,0,12,1,5
1,9,14.0,106,0,18,0,9,101,1,5
0,5,22.0,163,0,21,3,6,7,3,26
0,5,22.0,163,0,22,0,11,133,0,26
0,5,22.0,163,0,13,0,6,89,3,26
0,6,3.0,99,6,4,1,15,114,1,27
0,6,10.0,149,6,13,0,8,33,3,4
0,4,22.0,152,3,9,0,3,30,3,26
1,10,18.0,246,0,3,0,10,52,2,0
0,0,5.0,122,1,8,3,14,25,0,24
1,6,1.0,158,2,3,1,0,31,4,7
1,2,13.0,276,3,10,0,9,49,0,25
0,3,16.0,263,3,12,3,4,121,0,2
1,10,18.0,246,0,18,1,8,118,1,0
0,6,27.0,116,1,16,0,16,113,0,15
1,6,1.0,158,2,4,3,7,111,4,7
1,9,1.0,126,1,4,1,13,38,4,7
0,5,16.0,239,1,17,1,11,15,1,2
1,10,25.0,56,0,16,0,2,60,0,13
0,6,27.0,116,1,2,2,0,12,3,15
1,6,9.0,236,4,3,0,5,64,2,12
1,11,25.0,88,1,16,0,11,18,1,13
0,7,9.0,273,4,23,1,12,61,1,12
1,10,25.0,56,0,13,0,13,38,3,13
0,10,27.0,302,4,3,1,1,81,1,15
1,6,9.0,236,4,17,3,12,84,2,12
1,11,25.0,88,1,10,1,2,92,0,13
0,7,9.0,273,4,3,0,8,41,3,12
0,8,10.0,71,3,17,1,15,114,1,4
0,8,17.0,74,3,16,0,6,91,2,6
0,8,18.0,75,0,1,0,0,26,0,0
0,5,1.0,109,0,9,0,5,12,0,7
0,1,16.0,2,2,3,0,8,27,0,2
0,8,17.0,74,3,17,1,9,49,4,6
0,8,18.0,75,0,23,1,4,4,1,0
0,4,19.0,142,4,14,0,2,69,1,10
1,2,30.0,131,2,14,1,0,85,1,19
0,7,9.0,273,4,9,2,2,40,3,12
0,8,18.0,75,0,9,1,12,17,2,0
0,7,23.0,202,4,15,0,3,79,1,17
0,4,2.0,141,0,16,1,15,31,1,22
0,4,2.0,141,0,7,0,6,126,1,22
0,5,6.0,277,6,1,2,2,2,1,23
0,7,5.0,204,3,20,3,15,96,0,24
0,8,17.0,74,3,22,1,9,83,4,6
0,2,2.0,143,4,18,1,13,48,0,22
0,6,9.0,236,5,23,1,12,56,1,12
0,8,10.0,71,3,14,1,10,12,0,4
0,6,1.0,158,4,13,0,2,35,4,7
0,8,16.0,73,6,4,0,13,38,2,2
0,8,17.0,74,3,14,2,0,64,3,6
0,1,16.0,2,2,13,3,13,48,0,2
0,4,2.0,141,0,9,1,14,88,4,22
0,4,9.0,18,0,12,1,13,48,0,12
0,4,9.0,18,0,13,0,9,102,2,12
0,6,9.0,236,5,17,1,4,4,1,12
0,6,15.0,49,4,13,0,0,77,1,1
0,8,18.0,75,0,11,1,14,34,1,0
0,8,25.0,86,0,2,1,10,47,0,13
0,2,2.0,143,4,7,1,1,81,4,22
0,2,2.0,143,4,19,0,8,41,1,22
0,2,24.0,22,5,13,2,1,11,4,14
0,0,1.0,8,5,19,0,12,135,1,7
0,10,26.0,61,2,17,0,1,105,4,3
0,10,15.0,60,6,10,1,11,98,4,1
0,2,27.0,136,0,18,2,4,75,3,15
0,8,9.0,124,6,22,0,4,45,2,12
0,1,8.0,62,1,22,3,9,49,0,8
0,8,1.0,66,5,13,0,8,41,1,7
0,8,27.0,78,2,18,0,7,31,3,15
0,8,27.0,78,2,1,1,4,127,0,15
0,4,26.0,80,4,13,0,8,41,3,3
0,8,15.0,72,5,20,0,3,30,4,1
0,8,25.0,86,0,20,3,6,7,0,13
0,2,28.0,257,1,2,2,8,27,0,18
0,3,9.0,44,3,8,0,16,130,3,12
0,4,26.0,80,4,22,3,6,89,1,3
0,5,24.0,58,2,17,0,0,12,0,14
0,4,10.0,79,1,2,1,4,4,4,4
0,2,18.0,7,6,20,0,13,38,2,0
0,8,9.0,124,6,22,0,4,45,2,12
1,8,25.0,86,3,14,1,3,30,0,13
1,4,31.0,67,0,8,1,14,32,0,20
1,10,16.0,201,6,19,1,11,15,0,2
1,0,9.0,48,5,19,1,3,76,2,12
1,0,17.0,12,6,1,0,8,118,1,6
1,0,24.0,55,6,17,1,15,31,1,14
1,0,24.0,55,6,17,1,3,30,4,14
1,8,30.0,103,5,13,1,12,80,1,19
0,5,25.0,350,4,17,0,0,64,0,13
0,6,6.0,83,1,12,0,3,30,1,23
0,10,1.0,208,6,12,0,10,23,3,7
0,4,27.0,274,5,8,0,5,6,2,15
0,4,27.0,274,5,4,1,8,9,0,15
0,4,27.0,274,5,20,2,8,41,3,15
0,3,26.0,343,2,17,0,1,11,1,3
0,5,17.0,212,2,22,2,8,9,0,6
0,10,6.0,242,4,13,0,2,86,1,23
0,10,7.0,243,5,15,1,10,47,1,11
0,4,27.0,274,5,23,0,14,24,2,15
1,1,25.0,65,4,1,0,6,89,3,13
0,10,27.0,302,4,14,0,9,87,3,15
1,10,28.0,216,4,17,0,15,51,1,18
1,11,25.0,88,1,19,0,12,104,1,13
1,8,1.0,66,4,1,0,13,99,3,7
0,0,13.0,198,2,9,1,5,6,0,25
1,1,28.0,300,3,9,0,10,12,3,18
1,11,26.0,364,2,23,1,15,51,0,3
1,2,2.0,143,2,14,1,0,53,4,22
0,6,27.0,116,1,17,0,1,11,4,15
1,11,26.0,364,2,8,0,7,62,2,3
1,10,9.0,150,6,12,1,4,45,4,12
0,2,20.0,264,0,13,0,15,114,2,29
1,11,9.0,311,3,13,0,10,43,0,12
1,11,27.0,322,4,7,0,10,22,2,15
1,2,28.0,257,0,18,0,4,79,3,18
0,10,19.0,117,2,12,1,11,117,0,10
1,11,23.0,232,3,8,0,13,28,2,17
1,9,2.0,323,2,6,0,12,56,4,22
1,10,8.0,213,5,11,0,7,120,1,8
0,8,29.0,301,5,16,0,11,133,3,16
1,11,24.0,194,0,6,0,14,110,0,14
1,9,2.0,323,2,5,0,4,136,1,22
1,9,2.0,323,2,4,2,7,120,0,22
1,9,2.0,323,2,1,0,14,32,3,22
1,9,10.0,156,4,7,1,12,56,0,4
1,9,10.0,156,4,13,0,4,82,3,4
1,9,10.0,156,4,15,1,8,9,1,4
1,9,24.0,272,4,13,0,1,11,2,14
1,9,25.0,344,5,9,0,10,22,1,13
1,9,25.0,344,5,3,1,11,18,1,13
1,11,4.0,275,1,22,1,14,126,4,30
1,11,4.0,275,1,9,0,8,118,1,30
1,8,8.0,76,4,17,0,2,40,4,8
1,6,15.0,49,2,11,3,5,6,1,1
0,6,9.0,236,5,6,0,2,2,1,12
1,3,24.0,357,3,7,1,11,133,0,14
1,2,13.0,276,3,19,0,0,26,2,25
1,2,10.0,28,4,8,0,13,38,2,4
1,3,1.0,180,5,15,0,6,128,1,7
0,9,11.0,52,6,8,0,9,93,0,9
0,5,5.0,96,5,19,0,2,123,3,24
1,11,1.0,222,6,17,3,9,95,4,7
0,5,11.0,326,4,13,0,2,2,4,9
0,5,12.0,327,5,0,1,6,7,0,28
0,5,5.0,96,5,13,0,15,96,2,24
0,5,18.0,195,4,9,1,3,79,4,0
0,5,27.0,328,6,12,0,14,106,3,15
0,5,27.0,328,6,14,0,11,117,1,15
0,6,13.0,317,1,15,1,6,73,1,25
0,6,28.0,309,2,17,0,13,13,0,18
0,6,28.0,309,2,2,1,2,2,2,18
0,6,29.0,335,4,23,0,9,95,4,16
0,6,29.0,335,4,10,0,3,30,1,16
0,6,29.0,335,4,2,1,2,69,2,16
0,10,3.0,310,0,23,1,9,49,1,27
0,10,13.0,346,4,4,0,14,110,3,25
1,7,24.0,68,4,9,1,1,105,0,14
1,3,26.0,343,1,19,0,1,35,1,3
1,3,26.0,343,1,8,0,12,135,3,3
1,3,27.0,361,2,16,0,5,64,1,15
1,3,27.0,361,2,10,1,14,110,0,15
1,3,10.0,4,3,17,1,11,94,2,4
1,5,2.0,307,0,2,2,1,1,3,22
1,5,2.0,307,0,17,2,5,6,0,22
1,5,2.0,307,0,3,2,14,25,2,22
1,6,3.0,99,5,1,0,0,53,3,27
1,6,11.0,355,6,15,0,0,77,1,9
1,6,11.0,355,6,4,0,2,71,4,9
1,6,11.0,355,6,18,0,14,24,0,9
1,6,16.0,38,4,5,0,4,79,2,2
1,6,20.0,215,0,6,1,0,0,4,29
1,10,26.0,61,1,16,2,10,47,3,3
1,10,26.0,61,1,3,0,6,128,2,3
1,11,19.0,321,2,8,2,14,25,0,10
1,11,19.0,321,2,14,2,5,64,3,10
1,11,19.0,321,2,4,2,10,47,3,10
1,11,20.0,340,4,20,0,5,6,0,29
1,11,20.0,340,4,2,0,11,15,2,29
1,11,20.0,340,4,20,1,1,67,4,29
1,11,21.0,192,5,11,1,11,98,1,21
1,11,22.0,250,6,22,0,5,6,0,26
1,11,21.0,192,5,22,0,13,28,2,21
1,9,6.0,51,3,17,0,5,12,3,23
1,11,4.0,275,1,3,0,2,123,4,30
1,11,5.0,240,2,17,0,12,104,4,24
1,11,5.0,240,2,20,0,14,24,2,24
0,10,17.0,256,0,12,1,5,64,0,6
1,8,15.0,72,4,22,1,3,79,1,1
1,9,5.0,89,6,8,1,9,87,0,24
0,5,23.0,168,1,4,2,16,50,3,17
0,0,1.0,8,5,17,1,9,58,4,7
1,1,18.0,82,4,9,0,1,11,1,0
1,11,24.0,194,0,13,1,9,49,1,14
1,1,18.0,82,4,23,1,12,17,4,0
1,9,8.0,90,1,3,0,12,100,4,8
1,1,18.0,82,4,18,1,6,128,0,0
0,0,1.0,8,5,17,1,15,112,4,7
1,9,8.0,90,1,14,1,12,17,4,8
0,5,24.0,58,2,2,0,14,24,1,14
1,1,18.0,82,4,4,0,9,102,2,0
0,8,1.0,66,5,17,0,5,0,1,7
1,9,9.0,320,2,0,0,3,79,1,12
1,8,3.0,363,6,18,1,14,106,4,27
1,11,7.0,253,5,19,2,13,38,3,11
1,7,1.0,98,1,5,0,1,59,1,7
1,11,7.0,253,5,11,1,8,27,1,11
1,7,1.0,98,1,4,0,8,65,2,7
1,4,20.0,115,4,8,0,2,60,2,29
1,5,1.0,109,3,17,0,16,74,4,7
1,2,11.0,297,5,13,0,5,64,2,9
0,6,27.0,116,1,17,1,4,5,1,15
0,1,14.0,183,0,6,3,13,69,3,5
0,9,10.0,156,5,1,1,11,10,4,4
0,7,11.0,197,6,5,0,0,15,3,9
0,8,13.0,189,2,17,0,6,89,1,25
1,10,11.0,298,0,8,2,0,96,3,9
1,2,28.0,257,0,14,1,1,11,0,18
1,2,26.0,3,6,9,3,5,0,2,3
1,0,12.0,113,0,8,0,12,61,3,28
1,0,20.0,172,1,19,0,11,55,2,29
1,8,3.0,363,6,15,0,6,7,2,27
1,11,27.0,322,4,13,0,13,21,1,15
1,8,10.0,71,6,8,1,0,53,4,4
1,1,18.0,82,4,13,1,0,77,1,0
1,4,18.0,26,1,4,1,12,17,4,0
1,4,20.0,115,4,14,1,7,111,0,29
1,4,20.0,115,4,19,1,2,123,0,29
0,6,4.0,159,3,4,0,1,1,3,30
1,0,27.0,23,1,9,0,16,108,1,15
0,11,17.0,110,1,14,1,15,119,0,6
0,6,4.0,159,3,4,0,12,56,4,30
0,5,28.0,259,3,13,0,15,31,2,18
0,8,4.0,299,0,15,2,11,117,3,30
0,8,13.0,189,2,9,0,6,128,1,25
0,8,3.0,363,3,8,3,10,12,0,27
0,4,4.0,178,2,13,0,2,123,3,30
0,4,20.0,115,5,18,1,13,48,0,29
0,5,4.0,114,4,2,3,9,102,0,30
0,5,10.0,155,2,9,1,0,12,1,4
0,5,10.0,155,2,4,1,0,53,2,4
0,6,27.0,116,1,1,1,8,27,0,15
1,2,28.0,257,0,8,0,4,136,4,18
0,3,28.0,187,5,13,1,6,91,1,18
0,11,26.0,364,4,20,0,10,22,2,3
0,11,21.0,192,6,8,0,5,6,1,21
0,11,10.0,360,1,22,1,10,52,1,4
0,9,27.0,179,0,11,3,14,25,3,15
1,0,12.0,113,0,13,3,3,79,4,28
0,7,2.0,160,4,12,0,12,104,2,22
0,7,18.0,154,6,1,0,2,40,2,0
0,1,28.0,300,0,11,1,11,18,1,18
0,3,3.0,182,0,18,0,5,64,1,27
0,3,3.0,182,0,10,1,5,6,0,27
0,3,3.0,182,0,11,1,9,63,1,27
0,4,20.0,115,5,19,1,6,132,4,29
0,4,20.0,115,5,21,1,6,7,0,29
0,3,28.0,187,5,8,2,6,89,0,18
0,5,4.0,114,4,18,0,6,7,3,30
0,5,28.0,259,3,22,0,3,30,3,18
0,5,28.0,259,3,14,0,2,2,1,18
0,6,12.0,162,0,8,0,6,7,2,28
0,6,12.0,162,0,18,1,7,8,4,28
0,6,12.0,162,0,4,0,4,82,1,28
0,6,27.0,116,1,14,3,5,6,1,15
0,6,27.0,116,1,2,1,4,4,4,15
0,2,20.0,264,0,18,0,2,2,0,29
0,0,5.0,122,1,16,0,16,37,3,24
0,1,29.0,112,1,1,0,8,33,3,16
0,8,4.0,299,0,5,1,11,133,1,30
0,9,12.0,177,3,17,3,10,47,1,28
0,9,18.0,359,6,13,0,11,15,4,0
0,7,12.0,181,3,13,0,2,40,2,28
0,7,18.0,154,6,11,3,16,42,4,0
0,8,13.0,189,2,9,0,10,23,1,25
0,8,13.0,189,2,14,1,5,6,2,25
0,8,29.0,301,5,18,0,15,51,1,16
0,7,28.0,34,1,17,1,6,132,1,18
0,3,3.0,182,0,5,0,16,130,1,27
0,3,3.0,182,0,1,1,14,25,4,27
0,3,3.0,182,0,5,1,6,73,4,27
1,11,23.0,232,3,2,0,10,43,3,17
1,7,24.0,68,4,0,1,8,19,0,14
1,11,23.0,232,3,0,0,6,89,3,17
1,9,7.0,271,0,3,1,1,16,4,11
1,11,3.0,288,0,5,1,6,7,0,27
1,11,24.0,194,0,8,1,11,18,0,14
1,11,3.0,288,0,16,0,0,26,3,27
1,9,18.0,359,5,5,0,15,51,1,0
1,11,11.0,175,1,0,0,4,121,1,9
1,9,18.0,359,5,21,1,9,95,0,0
1,11,11.0,175,1,0,0,0,26,1,9
1,9,26.0,267,6,6,0,5,12,0,3
1,11,11.0,175,1,6,0,13,38,4,9
1,11,11.0,175,1,23,1,9,9,0,9
1,11,11.0,175,1,10,1,10,47,1,9
1,11,11.0,175,1,1,3,0,26,1,9
1,11,19.0,321,2,22,0,11,117,0,10
1,11,4.0,275,1,14,0,10,22,2,30
1,7,14.0,125,0,18,0,0,26,1,5
1,11,29.0,270,6,13,1,13,21,1,16
1,7,24.0,68,4,10,1,6,7,1,14
1,7,27.0,53,3,23,1,13,28,2,15
1,7,27.0,53,3,22,0,15,51,1,15
1,7,27.0,53,3,5,1,1,81,4,15
1,7,27.0,53,3,18,0,10,47,1,15
1,3,7.0,289,4,13,1,10,23,1,11
1,3,9.0,44,6,15,0,10,22,1,12
1,3,10.0,4,3,16,0,0,12,0,4
1,3,10.0,4,3,0,1,10,43,4,4
1,3,10.0,4,3,18,3,0,12,1,4
1,8,18.0,75,3,19,1,1,81,1,0
1,4,17.0,19,0,8,1,9,87,0,6
1,9,9.0,320,2,23,0,9,95,1,12
1,7,24.0,68,4,17,1,14,25,0,14
1,8,19.0,280,0,2,0,2,13,0,10
1,8,20.0,319,1,19,0,13,38,1,29
1,8,27.0,78,1,14,2,15,119,2,15
1,8,27.0,78,1,12,1,7,62,4,15
1,4,9.0,18,3,11,0,10,47,1,12
1,4,10.0,79,0,14,0,2,69,0,4
1,4,21.0,339,5,19,0,5,6,2,21
1,4,21.0,339,5,3,1,7,57,4,21
1,7,2.0,160,2,21,1,10,22,0,22
1,9,17.0,255,4,1,0,8,19,3,6
1,1,17.0,63,2,13,1,4,75,1,6
1,8,4.0,299,3,22,3,7,54,4,30
1,8,27.0,78,1,21,0,13,38,0,15
1,8,28.0,224,2,8,0,8,9,3,18
1,4,10.0,79,0,10,0,8,27,1,4
1,4,11.0,121,1,17,0,0,77,1,9
1,9,26.0,267,6,19,1,6,7,4,3
1,7,1.0,98,1,3,0,8,9,0,7
1,7,10.0,329,4,1,0,8,118,4,4
1,7,24.0,68,4,7,1,6,7,0,14
1,7,27.0,53,3,17,0,16,65,0,15
1,7,27.0,53,3,15,1,9,83,1,15
1,7,27.0,53,3,9,0,4,82,1,15
1,3,9.0,44,6,0,1,13,48,0,12
1,11,16.0,225,3,20,1,12,80,1,2
1,3,23.0,57,6,20,1,6,128,1,17
1,7,21.0,81,0,11,1,7,78,4,21
1,7,22.0,211,1,8,0,8,27,1,26
1,5,15.0,200,3,5,1,9,87,4,1
1,10,31.0,135,3,22,1,14,25,4,20
1,10,4.0,356,0,9,3,1,11,0,30
1,3,26.0,343,1,1,0,0,77,3,3
1,3,9.0,44,6,19,0,10,47,2,12
1,3,10.0,4,3,14,0,16,37,1,4
1,3,18.0,165,0,6,0,15,96,0,0
1,3,19.0,138,1,18,1,2,71,2,10
1,3,27.0,361,2,13,0,10,22,0,15
1,3,26.0,343,1,6,0,0,64,3,3
1,5,2.0,307,0,11,0,9,101,4,22
1,5,2.0,307,0,22,2,0,0,0,22
1,6,2.0,352,4,23,1,14,131,1,22
1,6,2.0,352,4,11,1,11,98,4,22
1,6,11.0,355,6,13,0,13,29,1,9
1,11,18.0,332,1,14,0,3,79,1,0
1,9,21.0,362,0,2,3,8,41,0,21
1,9,21.0,362,0,13,0,0,68,0,21
1,11,1.0,222,6,17,0,11,117,0,7
1,11,1.0,222,6,20,1,9,95,4,7
1,11,10.0,360,0,22,0,8,41,4,4
1,11,15.0,331,6,23,0,14,24,3,1
1,11,15.0,331,6,16,0,8,19,0,1
1,11,15.0,331,6,21,0,12,61,1,1
1,9,15.0,226,1,15,0,4,5,3,1
1,9,15.0,226,1,11,0,10,22,1,1
1,9,16.0,107,2,18,1,11,55,4,2
1,9,27.0,179,3,2,0,13,29,1,15
1,7,8.0,94,1,21,0,7,120,0,8
1,7,8.0,94,1,13,1,2,2,2,8
1,3,1.0,180,5,12,0,9,63,1,7
1,3,17.0,54,3,13,0,13,21,2,6
1,3,17.0,54,3,15,1,7,120,4,6
1,3,24.0,357,3,15,1,2,71,4,14
1,3,24.0,357,3,16,1,11,94,0,14
1,3,25.0,347,0,19,2,9,95,3,13
1,5,8.0,199,3,4,0,11,133,0,8
1,5,8.0,199,3,15,1,15,114,4,8
1,5,11.0,326,2,1,2,2,2,3,9
1,10,27.0,302,2,19,0,13,36,0,15
1,10,27.0,302,2,19,0,13,38,3,15
1,1,1.0,203,0,21,1,6,7,0,7
1,1,1.0,203,0,11,1,8,27,1,7
1,1,2.0,171,1,11,0,5,6,3,22
1,11,19.0,321,2,12,0,14,25,2,10
1,1,2.0,171,1,2,0,0,77,3,22
1,11,3.0,288,0,13,3,11,117,0,27
1,11,3.0,288,0,12,0,7,137,1,27
1,11,19.0,321,2,6,0,8,9,3,10
1,11,19.0,321,2,0,0,5,12,0,10
1,11,19.0,321,2,16,0,4,5,3,10
0,7,30.0,42,4,18,4,12,56,3,19
0,7,31.0,43,5,1,4,14,25,3,20
0,7,31.0,43,5,14,4,2,2,3,20
0,7,31.0,43,5,1,4,14,131,4,20
0,7,31.0,43,5,23,4,2,35,3,20
0,7,31.0,43,5,2,4,2,71,4,20
0,7,31.0,43,5,9,4,8,9,0,20
0,7,31.0,43,5,22,4,15,114,4,20
0,3,9.0,44,3,17,4,9,95,3,12
0,3,9.0,44,3,14,4,10,30,3,12
0,5,13.0,184,6,5,4,1,1,1,25
0,3,9.0,44,3,1,4,14,125,4,12
0,1,8.0,62,1,6,4,8,118,3,8
0,5,12.0,327,5,8,4,0,68,3,28
0,5,12.0,327,5,2,4,1,67,3,28
